# Query Group 1 Filters: tissues: musculature | cellTypes: muscle cell, muscle precursor cell, cell of skeletal muscle, skeletal muscle satellite stem cell, skeletal muscle satellite cell, skeletal muscle fiber, myotube
# Query Group 2 Filters: tissues: skin of body | cellTypes: fibroblast, skin fibroblast
Gene,Log Fold Change,Effect Size,Adjusted P-Value
SLC16A8,-0.005,-0.059,5.503e-89
TTLL9,-0.006,-0.059,5.060e-89
APBB1IP,-0.009,-0.059,5.062e-89
GINS2,-0.009,-0.059,4.444e-89
CADM1,-0.047,-0.059,3.317e-89
TMEM170A,-0.011,-0.059,2.791e-89
RP11-791G15.2,-0.004,-0.059,2.082e-89
PRKCG,-0.006,-0.059,2.181e-89
ST6GAL2,-0.004,-0.059,1.796e-89
RPL12P50,-0.003,-0.059,1.346e-89
LINC02469,-0.004,-0.059,1.458e-89
PSMA6P1,-0.003,-0.059,1.133e-89
RCN1P2,-0.003,-0.059,9.774e-90
DOC2B,-0.004,-0.059,9.130e-90
OLFML2A,-0.018,-0.059,9.810e-90
NXT2,-0.006,-0.059,8.245e-90
CTNNB1,-0.037,-0.059,1.024e-89
LINC02457,-0.003,-0.059,5.954e-90
MKX,-0.006,-0.059,5.869e-90
RPS4XP9,-0.003,-0.059,4.828e-90
MIR8075,-0.003,-0.059,4.282e-90
SPINT1,-0.004,-0.059,4.629e-90
SERPINA12,-0.004,-0.059,3.678e-90
RALGPS2,-0.023,-0.059,4.711e-90
NSUN5P1,-0.004,-0.059,3.423e-90
RP13-401N8.1,-0.004,-0.059,3.138e-90
RPL32P3,-0.005,-0.059,3.160e-90
GALNT8,-0.006,-0.059,3.202e-90
IGSF3,-0.009,-0.059,2.983e-90
SPRY4,-0.009,-0.059,2.652e-90
PIP4P2,-0.017,-0.059,2.790e-90
MMP9,-0.005,-0.059,1.563e-90
RNF152,-0.009,-0.059,1.266e-90
SOCAR,-0.005,-0.059,7.086e-91
NHEG1,-0.004,-0.059,6.023e-91
RPL5P24,-0.003,-0.059,5.233e-91
RP11-452H21.2,-0.003,-0.059,4.389e-91
B4GALNT4,-0.003,-0.059,4.370e-91
TMEM42,-0.007,-0.059,4.297e-91
CYP4F12,-0.005,-0.059,3.628e-91
FOXJ1,-0.004,-0.059,3.212e-91
LL0XNC01-7P3.1,-0.003,-0.059,2.347e-91
TSSC2,-0.003,-0.059,1.640e-91
KRT80,-0.004,-0.059,1.624e-91
HERC5,-0.009,-0.059,1.691e-91
TRMT112P6,-0.003,-0.059,1.163e-91
LINGO3,-0.003,-0.059,1.006e-91
DDX60,-0.013,-0.060,1.291e-91
GAR1-DT,-0.003,-0.060,6.740e-92
RPL10P12,-0.003,-0.060,5.670e-92
LINC00642,-0.003,-0.060,4.194e-92
CCDC184,-0.005,-0.060,4.057e-92
C20orf96,-0.010,-0.060,4.351e-92
CTD-2588E21.1,-0.003,-0.060,3.192e-92
TMSB4XP2,-0.004,-0.060,2.939e-92
FZD2,-0.005,-0.060,2.910e-92
AC020956.3,-0.003,-0.060,2.249e-92
OR1N2,-0.003,-0.060,2.218e-92
EPHA3,-0.010,-0.060,2.756e-92
RPL18AP8,-0.003,-0.060,1.620e-92
PART1,-0.004,-0.060,1.520e-92
HIF1A,-0.028,-0.060,1.732e-92
BBS12,-0.005,-0.060,1.120e-92
SHKBP1,-0.010,-0.060,1.273e-92
SPAG16-DT,-0.004,-0.060,6.912e-93
MTTP,-0.012,-0.060,6.654e-93
DHRS4L2,-0.016,-0.060,6.465e-93
EEF1A1P24,-0.003,-0.060,3.617e-93
CTD-2311M21.4,-0.004,-0.060,3.125e-93
SEC63,-0.032,-0.060,4.851e-93
RPL7AP50,-0.004,-0.060,2.797e-93
RP11-408A13.3,-0.003,-0.060,2.013e-93
UBA52P6,-0.003,-0.060,1.599e-93
TMEM275,-0.003,-0.060,1.602e-93
RP11-672A2.4,-0.003,-0.060,1.337e-93
TRG-AS1,-0.004,-0.060,1.362e-93
C7orf57,-0.004,-0.060,1.118e-93
EXOC3L1,-0.005,-0.060,1.122e-93
RGS7,-0.011,-0.060,1.152e-93
FAM225A,-0.004,-0.060,7.404e-94
FKBP1B,-0.005,-0.060,7.274e-94
WDFY3-AS2,-0.004,-0.060,6.494e-94
TEKT4P2,-0.004,-0.060,5.359e-94
CTD-2541J13.1,-0.004,-0.060,4.273e-94
YIF1B,-0.015,-0.060,5.718e-94
KIF23,-0.006,-0.060,4.805e-94
LRG1,-0.004,-0.060,3.072e-94
RP11-473M20.16,-0.006,-0.060,3.159e-94
ADGRL1,-0.007,-0.060,3.208e-94
GPR17,-0.004,-0.060,2.445e-94
RPS27P23,-0.003,-0.060,2.358e-94
IFIT5,-0.009,-0.060,2.118e-94
ATMIN,-0.011,-0.060,1.250e-94
RP11-462G22.2,-0.003,-0.061,8.436e-95
PABPC3,-0.004,-0.061,8.197e-95
RP11-667K14.3,-0.004,-0.061,7.547e-95
NPIPA3,-0.005,-0.061,7.131e-95
HSP90B2P,-0.004,-0.061,6.027e-95
ITGA1,-0.016,-0.061,6.393e-95
MMP24OS,-0.017,-0.061,5.178e-95
ARNILA,-0.004,-0.061,3.695e-95
IGHV1-69D,-0.004,-0.061,2.765e-95
PLPP4,-0.008,-0.061,3.022e-95
FTH1P12,-0.003,-0.061,2.146e-95
HID1,-0.005,-0.061,2.181e-95
CNPY2,-0.024,-0.061,2.071e-95
RP13-582O9.7,-0.004,-0.061,1.402e-95
RP11-13P5.2,-0.003,-0.061,1.206e-95
PDRG1,-0.016,-0.061,1.684e-95
ACE,-0.006,-0.061,1.396e-95
RPL35P9,-0.003,-0.061,9.984e-96
IL11,-0.005,-0.061,7.113e-96
COX6A1P2,-0.005,-0.061,6.927e-96
DTX4,-0.009,-0.061,7.837e-96
RP11-718D19.2,-0.004,-0.061,5.597e-96
EMB,-0.006,-0.061,6.322e-96
PRRT2,-0.007,-0.061,4.887e-96
IL17REL,-0.004,-0.061,3.627e-96
SH3PXD2A-AS1,-0.007,-0.061,4.234e-96
RPL21P8,-0.003,-0.061,3.063e-96
TLL1,-0.008,-0.061,3.735e-96
PIM2,-0.006,-0.061,3.128e-96
ZNF395,-0.015,-0.061,3.499e-96
BTN2A2,-0.007,-0.061,2.955e-96
LINC02596,-0.004,-0.061,2.339e-96
AC005262.3,-0.003,-0.061,1.794e-96
NXPH3,-0.007,-0.061,2.090e-96
RP3-468B3.2,-0.004,-0.061,1.385e-96
RP13-580B18.4,-0.004,-0.061,1.377e-96
LAP3,-0.019,-0.061,1.526e-96
AMN,-0.004,-0.061,7.985e-97
GATA5,-0.003,-0.061,5.857e-97
RP11-392O17.2,-0.009,-0.061,4.553e-97
ZNF572,-0.004,-0.061,2.594e-97
APLP1,-0.004,-0.061,2.504e-97
RPL26P27,-0.003,-0.061,2.099e-97
LCE1E,-0.003,-0.061,1.463e-97
RPL11P5,-0.003,-0.061,1.458e-97
ICAM3,-0.008,-0.061,1.589e-97
KLHDC7B-DT,-0.003,-0.061,1.147e-97
MGAT4C,-0.012,-0.061,1.458e-97
SMG8,-0.008,-0.061,1.282e-97
RP11-65B7.2,-0.004,-0.061,9.506e-98
NT5C3B,-0.022,-0.062,9.523e-98
INSIG1-DT,-0.004,-0.062,6.059e-98
LINC02577,-0.004,-0.062,5.268e-98
AC140481.4,-0.005,-0.062,2.888e-98
RPL39P38,-0.004,-0.062,2.306e-98
REC8,-0.005,-0.062,2.463e-98
PSMG3,-0.016,-0.062,2.708e-98
VSIR,-0.016,-0.062,2.415e-98
NPHP3-AS1,-0.009,-0.062,1.651e-98
CCDC152,-0.010,-0.062,1.831e-98
IGBP1P1,-0.003,-0.062,5.709e-99
WNT16,-0.007,-0.062,5.016e-99
CCK,-0.005,-0.062,3.751e-99
RPL12P14,-0.003,-0.062,2.217e-99
RPL12P11,-0.003,-0.062,2.065e-99
LINC01881,-0.004,-0.062,1.206e-99
CEP152,-0.012,-0.062,1.245e-99
HOXB1,-0.003,-0.062,8.362e-100
KLK11,-0.004,-0.062,7.250e-100
AP000679.2,-0.003,-0.062,5.221e-100
MYCT1,-0.007,-0.062,6.304e-100
RP11-53I6.4,-0.005,-0.062,5.508e-100
TSR3,-0.014,-0.062,6.653e-100
MIR4647,-0.004,-0.062,3.672e-100
R3HCC1,-0.017,-0.062,5.540e-100
RP11-56G10.2,-0.004,-0.062,3.551e-100
C20orf203,-0.005,-0.062,2.926e-100
RP3-395M20.12,-0.005,-0.062,2.672e-100
RP11-255P5.2,-0.004,-0.062,1.876e-100
XXbac-BPG32J3.22,-0.003,-0.062,9.475e-101
TRIM74,-0.005,-0.062,1.016e-100
HES5,-0.004,-0.062,8.931e-101
SYNDIG1L,-0.004,-0.062,8.491e-101
PRXL2B,-0.005,-0.062,9.234e-101
PCDHA4,-0.004,-0.062,7.558e-101
FLI1,-0.008,-0.062,9.886e-101
SLC4A5,-0.010,-0.062,7.633e-101
PTPN5,-0.006,-0.063,5.686e-101
FAM102B,-0.009,-0.063,6.215e-101
ESM1,-0.006,-0.063,4.984e-101
SOX18,-0.008,-0.063,3.739e-101
FOXQ1,-0.004,-0.063,2.702e-101
FAM170B-AS1,-0.004,-0.063,2.574e-101
RP11-422P24.10,-0.004,-0.063,2.358e-101
LINC01574,-0.004,-0.063,2.051e-101
RP11-588H23.3,-0.006,-0.063,2.430e-101
TGFBR2,-0.029,-0.063,2.732e-101
SNORD22_ENSG00000277194,-0.004,-0.063,1.133e-101
PLK3,-0.013,-0.063,1.488e-101
LINC00354,-0.004,-0.063,9.674e-102
PCDHB13,-0.004,-0.063,1.020e-101
EIF3LP3,-0.004,-0.063,9.238e-102
RPSAP48,-0.004,-0.063,9.137e-102
NXT1-AS1,-0.004,-0.063,8.974e-102
RP11-1250I15.3,-0.005,-0.063,9.319e-102
ITIH1,-0.004,-0.063,6.150e-102
RPL3P9,-0.004,-0.063,4.505e-102
RP11-295P9.6,-0.004,-0.063,4.275e-102
GCNT1,-0.011,-0.063,4.876e-102
URB2,-0.017,-0.063,5.193e-102
RPL21P43,-0.004,-0.063,3.243e-102
PTH2,-0.003,-0.063,3.125e-102
TSPAN13,-0.010,-0.063,4.064e-102
RP11-631F7.2,-0.003,-0.063,2.436e-102
AC026150.8,-0.005,-0.063,2.428e-102
TMEM26,-0.004,-0.063,1.807e-102
RP3-395M20.9,-0.004,-0.063,1.395e-102
ABCB5,-0.008,-0.063,1.812e-102
GNRHR,-0.006,-0.063,1.596e-102
ANLN,-0.007,-0.063,1.230e-102
SNORD32A,-0.004,-0.063,8.876e-103
FAM111A,-0.012,-0.063,9.392e-103
PELI1,-0.016,-0.063,9.761e-103
HNRNPAB,-0.029,-0.063,9.765e-103
NLRP11,-0.005,-0.063,6.688e-103
KLLN,-0.004,-0.063,3.242e-103
NSDHL,-0.008,-0.063,3.814e-103
LINC02066,-0.004,-0.063,2.871e-103
C2orf27A,-0.004,-0.063,2.424e-103
PGGHG,-0.007,-0.063,2.397e-103
IL22,-0.004,-0.063,1.108e-103
PRR18,-0.004,-0.063,9.016e-104
NAP1L2,-0.007,-0.063,8.362e-104
P3H2,-0.011,-0.063,9.984e-104
LRP8,-0.009,-0.063,8.822e-104
TRADD,-0.012,-0.063,9.175e-104
FBXO28,-0.029,-0.063,8.371e-104
MDGA1,-0.007,-0.063,7.245e-104
KCNK4,-0.004,-0.063,4.276e-104
RP11-211G23.2,-0.004,-0.063,3.268e-104
RP11-25K19.1,-0.004,-0.063,3.323e-104
KDM6B,-0.027,-0.064,4.392e-104
RP11-366H4.3,-0.004,-0.064,2.877e-104
EFNA5,-0.024,-0.064,4.427e-104
RP13-131K19.6,-0.004,-0.064,2.326e-104
LINC01397,-0.005,-0.064,1.840e-104
PVALB,-0.006,-0.064,1.233e-104
FZD10,-0.008,-0.064,1.267e-104
PLA2G3,-0.004,-0.064,6.066e-105
HLX,-0.010,-0.064,8.210e-105
SENP3-EIF4A1,-0.004,-0.064,5.756e-105
RP11-546M21.6,-0.004,-0.064,5.029e-105
EIF2S2,-0.039,-0.064,7.997e-105
NAT14,-0.008,-0.064,5.696e-105
KRTAP4-3,-0.004,-0.064,2.818e-105
TPT1P7,-0.004,-0.064,2.438e-105
CCDC146,-0.022,-0.064,3.055e-105
RP1-122K4.3,-0.004,-0.064,2.033e-105
CAPN5,-0.008,-0.064,2.263e-105
RPL5P22,-0.004,-0.064,1.519e-105
VCAN-AS1,-0.006,-0.064,1.786e-105
MIR6764,-0.004,-0.064,1.453e-105
B4GALT1-AS1,-0.007,-0.064,1.754e-105
ETV3L,-0.004,-0.064,1.229e-105
DNAJC4,-0.023,-0.064,1.907e-105
H3C8,-0.004,-0.064,7.072e-106
RP3-461P17.9,-0.004,-0.064,4.931e-106
RPL15P2,-0.004,-0.064,4.347e-106
LINC01117,-0.006,-0.064,5.246e-106
TMEM91,-0.009,-0.064,3.056e-106
LAX1,-0.005,-0.064,2.403e-106
CSF2,-0.004,-0.064,1.375e-106
SYNE3,-0.015,-0.064,2.036e-106
SMIM10,-0.011,-0.064,1.711e-106
TXNP6,-0.004,-0.064,1.146e-106
RP11-177H2.2,-0.004,-0.064,8.308e-107
CTA-398F10.2,-0.004,-0.064,6.463e-107
PACERR,-0.004,-0.064,6.385e-107
SINHCAFP3,-0.004,-0.064,2.456e-107
LAMP5,-0.004,-0.064,2.408e-107
MIR378D2HG,-0.004,-0.064,2.404e-107
KLF3,-0.023,-0.064,3.775e-107
CCNG2,-0.022,-0.064,2.989e-107
SDCBP2,-0.006,-0.064,2.225e-107
TPT1P9,-0.005,-0.064,1.781e-107
LRFN5,-0.011,-0.065,1.834e-107
C8orf48,-0.004,-0.065,1.226e-107
PTPRD-AS1,-0.005,-0.065,1.281e-107
MIR202HG,-0.004,-0.065,9.681e-108
AC079305.11,-0.006,-0.065,9.966e-108
FAM201A,-0.004,-0.065,8.223e-108
RPL17P50,-0.004,-0.065,8.243e-108
DBH-AS1,-0.005,-0.065,7.364e-108
SLAMF9,-0.004,-0.065,6.030e-108
KRBOX1,-0.006,-0.065,3.396e-108
SSRP1,-0.023,-0.065,4.277e-108
MIR1225,-0.004,-0.065,2.260e-108
RNASEH2C,-0.028,-0.065,3.560e-108
IL7,-0.009,-0.065,2.436e-108
SLC10A3,-0.011,-0.065,2.300e-108
NOTCH2NLA,-0.007,-0.065,2.016e-108
RP11-480I12.10,-0.004,-0.065,1.545e-108
BTF3P5,-0.004,-0.065,3.397e-109
EIF4BP7,-0.004,-0.065,2.670e-109
GGCT,-0.017,-0.065,3.798e-109
F3_ENSG00000117525,-0.017,-0.065,2.298e-109
HLA-DMA,-0.008,-0.065,1.823e-109
UBE2NL,-0.004,-0.065,1.125e-109
SPATA13_ENSG00000182957,-0.010,-0.065,1.351e-109
PCDH17,-0.007,-0.065,1.216e-109
SYCE1L,-0.011,-0.065,9.418e-110
C1QC,-0.008,-0.065,7.791e-110
C9orf152,-0.006,-0.065,6.327e-110
MINDY4,-0.005,-0.065,5.265e-110
RP4-620F22.3,-0.004,-0.065,4.734e-110
INTS6L,-0.008,-0.065,5.290e-110
AMY1B,-0.004,-0.065,3.606e-110
RAC1P2,-0.005,-0.065,3.150e-110
FOLR2,-0.006,-0.065,2.161e-110
PLBD1,-0.015,-0.065,2.416e-110
OR2A1-AS1,-0.006,-0.065,1.880e-110
CHP2,-0.004,-0.065,1.470e-110
NEGR1,-0.033,-0.065,2.466e-110
ORAI2,-0.011,-0.065,1.858e-110
MUC15,-0.004,-0.065,9.358e-111
CMAHP,-0.005,-0.065,8.953e-111
HS3ST2,-0.008,-0.066,8.816e-111
CAPN12,-0.009,-0.066,8.004e-111
TRIM29,-0.005,-0.066,4.074e-111
RAB1A,-0.046,-0.066,6.257e-111
RPL17P36,-0.004,-0.066,3.663e-111
LINC01871,-0.004,-0.066,3.603e-111
HSD17B2,-0.005,-0.066,3.014e-111
IRF5,-0.005,-0.066,2.762e-111
OTX2,-0.004,-0.066,2.284e-111
RP11-527N22.2,-0.004,-0.066,2.270e-111
SFT2D1,-0.026,-0.066,3.541e-111
H2AC11,-0.005,-0.066,1.505e-111
LINC01077,-0.004,-0.066,1.346e-111
MT-TF,-0.005,-0.066,1.202e-111
LINC02104,-0.004,-0.066,1.038e-111
RPL22P18,-0.004,-0.066,8.949e-112
NRIR,-0.004,-0.066,8.420e-112
NDC80,-0.007,-0.066,1.053e-111
LINC02102,-0.005,-0.066,8.353e-112
HAS2-AS1,-0.008,-0.066,1.013e-111
ZNF554,-0.015,-0.066,9.576e-112
ZNF799,-0.009,-0.066,7.414e-112
PLA2G5,-0.006,-0.066,4.795e-112
DSG1,-0.004,-0.066,4.145e-112
SNHG11,-0.006,-0.066,4.689e-112
BNC1,-0.005,-0.066,4.317e-112
RP5-1023B21.1,-0.004,-0.066,2.566e-112
FAT4,-0.020,-0.066,3.731e-112
RPS6P25,-0.005,-0.066,2.355e-112
STK17B,-0.018,-0.066,2.453e-112
ALDH3A1,-0.005,-0.066,1.547e-112
DSC3,-0.005,-0.066,1.585e-112
ZMIZ1-AS1,-0.009,-0.066,1.798e-112
RP5-875H18.4,-0.004,-0.066,1.279e-112
C19orf73,-0.006,-0.066,1.453e-112
RP1-45N11.1,-0.005,-0.066,1.316e-112
TMSB4XP6,-0.004,-0.066,1.081e-112
RPS18P12,-0.006,-0.066,1.157e-112
VDR,-0.009,-0.066,1.128e-112
GALNT13,-0.009,-0.066,9.931e-113
IL4R,-0.011,-0.066,9.851e-113
MTCYBP13,-0.004,-0.066,5.222e-113
AC003986.7,-0.004,-0.066,4.238e-113
SSR1,-0.034,-0.066,6.892e-113
ARL6IP5,-0.059,-0.066,5.556e-113
EIF2B5-DT,-0.004,-0.066,3.288e-113
LINC02178,-0.004,-0.066,2.699e-113
CTC-1337H24.3,-0.004,-0.066,2.534e-113
RPS2P55,-0.004,-0.066,2.516e-113
CBLN3,-0.005,-0.066,2.175e-113
TXNP4,-0.004,-0.066,1.908e-113
RPL24P7,-0.004,-0.066,1.755e-113
RP11-542C16.1,-0.004,-0.066,1.537e-113
RP11-967K21.1,-0.005,-0.066,1.547e-113
RP11-259O2.3,-0.004,-0.066,1.204e-113
CSNK1A1L,-0.005,-0.066,9.356e-114
DLX3,-0.004,-0.066,8.735e-114
ZNF222,-0.007,-0.066,9.330e-114
SEMA6D,-0.032,-0.066,1.108e-113
CTA-276F8.1,-0.005,-0.066,7.236e-114
RPL9P18,-0.004,-0.066,6.425e-114
LYPD1,-0.005,-0.066,6.991e-114
WWC3-AS1,-0.007,-0.066,7.787e-114
C1QB,-0.008,-0.066,6.677e-114
ROBO3,-0.011,-0.066,7.641e-114
HES1,-0.054,-0.066,8.662e-114
RPL12P47,-0.004,-0.066,4.982e-114
SRGAP3-AS4,-0.004,-0.067,3.059e-114
CXCR3,-0.005,-0.067,2.478e-114
EBNA1BP2,-0.021,-0.067,3.691e-114
MUCL1,-0.005,-0.067,1.812e-114
SEPTIN5,-0.006,-0.067,1.745e-114
PLBD2,-0.019,-0.067,1.682e-114
ARHGAP35,-0.028,-0.067,6.175e-115
LIPC,-0.006,-0.067,4.418e-115
LINC02544,-0.004,-0.067,3.109e-115
RPL7P44,-0.004,-0.067,2.644e-115
RP11-514O12.4,-0.006,-0.067,2.848e-115
GPR87,-0.004,-0.067,1.903e-115
EEF1A1P9,-0.004,-0.067,9.937e-116
NR2E1,-0.004,-0.067,9.846e-116
ITPKA,-0.005,-0.067,1.023e-115
SMC3,-0.030,-0.067,1.181e-115
ISM1-AS1,-0.004,-0.067,4.988e-116
RP11-256I23.2,-0.004,-0.067,4.610e-116
PAX8-AS1,-0.005,-0.067,4.131e-116
IL17RD,-0.010,-0.067,4.737e-116
TMEM121,-0.005,-0.067,3.530e-116
CD300C,-0.004,-0.067,2.893e-116
ADAMTSL1,-0.012,-0.067,4.190e-116
SEPTIN1,-0.013,-0.067,1.995e-116
RP1-118J21.27,-0.008,-0.067,1.648e-116
RP11-738E22.3,-0.005,-0.067,9.282e-117
TLR8,-0.004,-0.067,8.676e-117
INKA1,-0.008,-0.067,1.043e-116
AC005753.1,-0.004,-0.067,6.071e-117
G6PD,-0.011,-0.067,8.676e-117
NR2F1-AS1,-0.009,-0.067,7.950e-117
SNRPFP1,-0.004,-0.067,5.489e-117
SGPP2,-0.008,-0.067,6.322e-117
PAF1,-0.019,-0.067,6.159e-117
RPL12P42,-0.004,-0.067,2.756e-117
SNORD3A,-0.005,-0.067,2.711e-117
SERPINA3,-0.006,-0.067,2.853e-117
NT5DC2,-0.012,-0.067,3.525e-117
GNAS,-0.075,-0.067,4.615e-117
TNFRSF13B,-0.006,-0.068,1.493e-117
RP11-253M7.4,-0.006,-0.068,1.376e-117
LRIG3,-0.024,-0.068,1.301e-117
ARHGAP31,-0.011,-0.068,1.029e-117
LVRN,-0.008,-0.068,8.902e-118
FBXL15,-0.021,-0.068,7.472e-118
NUDT18,-0.007,-0.068,3.645e-118
LINC00254,-0.005,-0.068,2.930e-118
RPS4XP13,-0.004,-0.068,2.336e-118
SLC12A5,-0.004,-0.068,2.219e-118
LINC02519,-0.005,-0.068,1.585e-118
NKX6-1,-0.004,-0.068,1.053e-118
CENPU,-0.010,-0.068,1.417e-118
ST6GALNAC1,-0.005,-0.068,9.759e-119
AC096649.2,-0.004,-0.068,7.841e-119
TREX1,-0.005,-0.068,7.631e-119
MCHR1,-0.004,-0.068,4.956e-119
LPAR2,-0.005,-0.068,5.585e-119
SLIT3-AS1,-0.005,-0.068,4.757e-119
EEF1A1P10,-0.004,-0.068,3.466e-119
NOMO3,-0.009,-0.068,3.232e-119
USP1,-0.023,-0.068,3.017e-119
C6orf226,-0.012,-0.068,2.211e-119
LINC01888,-0.004,-0.068,1.524e-119
B3GNT9,-0.007,-0.068,1.770e-119
RP11-572C21.1,-0.004,-0.068,1.297e-119
XIST,-0.051,-0.068,2.267e-119
RP11-266J6.2,-0.005,-0.068,1.240e-119
S100P,-0.005,-0.068,1.207e-119
CTD-2313J17.6,-0.005,-0.068,1.235e-119
PAQR9,-0.008,-0.068,1.443e-119
PIEZO2,-0.013,-0.068,1.713e-119
ERVMER34-1,-0.007,-0.068,1.047e-119
RP11-334J6.7,-0.009,-0.068,9.713e-120
NPIPP1,-0.007,-0.068,8.937e-120
EPHA7,-0.009,-0.068,9.414e-120
EPHB2,-0.009,-0.068,9.009e-120
UNC93B1,-0.009,-0.068,7.911e-120
PRPF38A,-0.028,-0.068,9.002e-120
BLOC1S3,-0.007,-0.068,6.547e-120
LFNG,-0.007,-0.068,5.715e-120
TLE6,-0.008,-0.068,4.146e-120
S100B,-0.007,-0.068,3.405e-120
HLA-DQA2,-0.005,-0.068,2.697e-120
LLNLR-246C6.1,-0.005,-0.068,1.878e-120
IL22RA1,-0.006,-0.068,1.772e-120
RP11-101E7.2,-0.005,-0.068,1.392e-120
PSAT1,-0.013,-0.068,1.630e-120
HSPB2-C11orf52,-0.006,-0.068,1.057e-120
RNASE7,-0.005,-0.068,6.997e-121
GTF2F1,-0.020,-0.069,7.494e-121
LCE1C,-0.004,-0.069,4.566e-121
RPS7P4,-0.004,-0.069,3.243e-121
SFT2D2,-0.021,-0.069,4.495e-121
ZNF114,-0.011,-0.069,3.371e-121
CACNB3,-0.007,-0.069,2.289e-121
INS-IGF2,-0.006,-0.069,1.643e-121
GS1-114I9.1,-0.004,-0.069,1.457e-121
AC009495.3,-0.004,-0.069,1.270e-121
CARD6,-0.008,-0.069,1.379e-121
TPRKB,-0.021,-0.069,1.369e-121
RWDD4P2,-0.004,-0.069,7.488e-122
RP11-589C21.5,-0.004,-0.069,6.823e-122
CTD-2329K10.1,-0.005,-0.069,5.047e-122
SPRR2E,-0.004,-0.069,4.427e-122
LINC01132,-0.005,-0.069,3.916e-122
CAMTA1-DT,-0.007,-0.069,3.296e-122
STN1,-0.011,-0.069,3.800e-122
ELOF1,-0.020,-0.069,3.698e-122
SUMO2P21,-0.005,-0.069,1.685e-122
SLC1A2,-0.012,-0.069,1.952e-122
PPIG,-0.046,-0.069,1.709e-122
SOCS2,-0.017,-0.069,1.003e-122
GET3,-0.020,-0.069,8.886e-123
MIR3198-2,-0.005,-0.069,5.304e-123
RPL30P4,-0.005,-0.069,5.596e-123
BPIFB1,-0.006,-0.069,5.469e-123
TUG1,-0.014,-0.069,6.964e-123
BRI3P1,-0.005,-0.069,2.278e-123
HSPH1,-0.048,-0.069,2.954e-123
GABRQ,-0.005,-0.069,1.434e-123
RPL29P19,-0.004,-0.069,1.155e-123
RP11-182N22.8,-0.005,-0.069,6.945e-124
TTLL13P,-0.004,-0.069,5.997e-124
LINC01545,-0.006,-0.069,6.558e-124
NOP9,-0.007,-0.069,5.650e-124
TMEM200B,-0.007,-0.069,5.179e-124
SMG1P1,-0.005,-0.069,3.711e-124
RP11-535A5.1,-0.004,-0.069,3.303e-124
RP1-79C4.4,-0.005,-0.069,2.058e-124
DIRAS2,-0.005,-0.069,1.756e-124
HGFAC,-0.006,-0.070,1.154e-124
LINC02291,-0.006,-0.070,8.523e-125
PINLYP,-0.009,-0.070,1.046e-124
RP11-463J10.2,-0.004,-0.070,7.582e-125
CCL4L2,-0.007,-0.070,7.015e-125
SRM,-0.023,-0.070,1.096e-124
ARHGAP15-AS1,-0.004,-0.070,5.121e-125
MEG9,-0.013,-0.070,5.830e-125
PLEKHG4,-0.007,-0.070,3.928e-125
EHD4,-0.013,-0.070,3.542e-125
RASGEF1A,-0.006,-0.070,2.625e-125
TMEM106C,-0.022,-0.070,3.709e-125
GPR183,-0.008,-0.070,2.589e-125
TICRR,-0.006,-0.070,1.451e-125
RP11-446H18.6,-0.005,-0.070,8.238e-126
RP11-885N19.6,-0.004,-0.070,8.002e-126
RP11-1149M10.2,-0.005,-0.070,7.895e-126
PCDHB10,-0.006,-0.070,7.348e-126
KIAA0930,-0.028,-0.070,5.736e-126
PTTG1IP,-0.035,-0.070,5.734e-126
MSH2-OT1,-0.004,-0.070,2.376e-126
RPL26P37,-0.005,-0.070,1.935e-126
C2orf88,-0.036,-0.070,2.662e-126
GAS6-DT,-0.006,-0.070,1.760e-126
IGKV2D-30,-0.004,-0.070,1.485e-126
RAB39B,-0.005,-0.070,1.261e-126
CCDC102A,-0.009,-0.070,1.598e-126
KLK1,-0.005,-0.070,9.083e-127
ARHGAP20,-0.012,-0.070,1.240e-126
PRSS50,-0.004,-0.070,7.535e-127
ISOC2,-0.023,-0.070,6.496e-127
FBXO17,-0.014,-0.070,5.068e-127
LINC02050,-0.006,-0.070,2.417e-127
GCH1,-0.011,-0.070,1.637e-127
EEF1AKMT3,-0.010,-0.070,1.539e-127
LINC02149,-0.005,-0.070,8.581e-128
JAM3,-0.022,-0.070,1.156e-127
AC016730.1,-0.005,-0.070,6.664e-128
RP11-164P12.3,-0.010,-0.070,7.355e-128
NAB2,-0.014,-0.070,8.237e-128
RPL12P27,-0.004,-0.070,4.829e-128
TNF,-0.006,-0.071,3.718e-128
SNORA24,-0.005,-0.071,3.312e-128
ATP6V1B2,-0.030,-0.071,4.519e-128
RP11-676J12.4,-0.005,-0.071,2.479e-128
VANGL2,-0.008,-0.071,2.097e-128
NEUROG1,-0.005,-0.071,1.501e-128
UGT1A6,-0.004,-0.071,1.270e-128
PLEK,-0.008,-0.071,1.567e-128
RP11-2N1.3,-0.005,-0.071,1.071e-128
AC110769.3,-0.004,-0.071,9.103e-129
TPR,-0.045,-0.071,1.404e-128
GPR137C,-0.016,-0.071,8.851e-129
H2AW,-0.009,-0.071,8.241e-129
AC004156.3,-0.005,-0.071,5.913e-129
PIK3CG,-0.006,-0.071,5.594e-129
PGAM4,-0.004,-0.071,4.828e-129
RP11-508N22.12,-0.005,-0.071,4.900e-129
HOXA10,-0.020,-0.071,6.954e-129
RPL10P4,-0.004,-0.071,3.934e-129
